2457838.79109 16.360 0.012 4.91 65.0
2457839.81346 16.371 0.011 3.72 47.0
2457840.83928 16.352 0.012 4.93 52.0
2457841.84499 16.391 0.014 6.22 51.0
2457842.83821 16.387 0.013 5.83 54.0
2457843.84532 16.369 0.012 5.14 44.0
2457844.84441 16.373 0.014 6.56 50.0
2457845.83800 16.366 0.011 4.28 50.0
2457846.84183 16.363 0.011 4.66 49.0
2457847.80910 16.376 0.012 4.94 52.0
2457848.80417 16.404 0.012 5.12 46.0
2457849.78951 16.360 0.011 4.11 54.0
2457850.76993 16.381 0.014 5.36 73.0
2457851.74402 16.371 0.013 5.23 89.0
2457852.75245 16.379 0.016 6.81 85.0
2457854.79379 16.383 0.013 4.40 105.0
2457855.78583 16.369 0.013 4.44 124.0
2457856.75052 16.353 0.015 5.50 119.0
2457862.81929 16.417 0.013 5.05 66.0
2457864.90998 16.365 0.012 4.54 72.0
2457866.69189 16.400 0.012 4.76 62.0
2457867.74197 16.388 0.011 3.69 52.0
2457869.72301 16.381 0.012 4.84 56.0
2457870.76576 16.366 0.011 4.16 50.0
2457871.83570 16.388 0.011 3.94 59.0
2457872.89573 16.375 0.012 4.37 69.0
2457873.90969 16.382 0.013 4.86 72.0
2457874.91150 16.336 0.012 4.81 83.0
2457876.89956 16.367 0.012 4.32 82.0
2457877.93071 16.346 0.012 3.84 119.0
2457879.70330 16.366 0.014 5.56 81.0
2457880.77660 16.372 0.014 5.64 86.0
2457881.89614 16.362 0.018 7.18 95.0
2457883.81118 16.361 0.018 6.36 143.0
2457893.69961 16.333 0.013 5.55 65.0
2457894.63247 16.360 0.013 5.14 72.0
2457894.90074 16.390 0.015 6.01 82.0
2457901.67356 16.381 0.013 6.20 68.0
2457902.71944 16.399 0.012 4.91 58.0
2457903.86038 16.346 0.014 5.96 79.0
2457904.79108 16.390 0.012 4.75 52.0
2457905.70034 16.375 0.012 4.36 56.0
2457906.62424 16.369 0.012 4.85 70.0
2457906.89742 16.367 0.013 4.45 115.0
2457908.78472 16.373 0.013 4.55 86.0
2457909.69224 16.348 0.013 5.01 89.0
2457910.76823 16.337 0.012 4.09 100.0
2457916.68053 16.397 0.013 3.89 177.0
2457917.54946 16.341 0.016 6.33 108.0
2457917.80741 16.379 0.015 5.28 113.0
2457922.61006 16.381 0.013 5.35 64.0
2457923.66322 16.394 0.013 5.42 65.0
