2456785.92187 17.784 0.033 4.25 99.0
2456789.68728 17.763 0.034 4.40 100.0
2456790.71775 17.755 0.035 4.63 118.0
2456791.73045 17.833 0.044 5.18 150.0
2456796.73508 17.845 0.035 4.10 100.0
2456803.64230 17.820 0.030 5.07 47.0
2456804.80089 17.821 0.032 4.18 76.0
2456805.84983 17.823 0.038 5.50 86.0
2456808.60572 17.864 0.036 4.46 76.0
2456809.63951 17.807 0.028 4.19 60.0
2456810.68466 17.791 0.033 5.08 75.0
2456811.72355 17.804 0.032 4.76 69.0
2456813.84242 17.788 0.036 5.99 59.0
2456815.58820 17.865 0.041 5.97 71.0
2456816.65500 17.803 0.041 6.15 79.0
2456817.72548 17.828 0.031 4.03 85.0
2456824.57142 17.762 0.046 5.74 124.0
2456825.58546 17.845 0.034 4.39 73.0
2456826.58156 17.888 0.039 5.11 78.0
2456827.61201 17.799 0.030 4.85 73.0
2456828.68417 17.842 0.031 4.79 53.0
2456829.73822 17.857 0.036 5.78 55.0
2456830.76145 17.804 0.029 4.16 61.0
2456832.52915 17.834 0.037 5.67 65.0
2456833.56445 17.915 0.049 6.60 90.0
2456834.57834 17.830 0.041 5.01 103.0
2456835.61540 17.788 0.038 7.39 48.0
2456837.63153 17.837 0.035 5.00 75.0
2456838.64573 17.861 0.034 4.94 63.0
2456839.66086 17.761 0.032 4.59 82.0
2456840.74687 17.798 0.035 5.84 62.0
2456842.54077 17.812 0.039 5.33 89.0
2456844.55461 17.809 0.032 4.25 88.0
2456845.55784 17.778 0.030 4.08 83.0
2456851.57256 17.773 0.035 4.30 140.0
2456852.58726 17.795 0.037 4.60 138.0
2456855.59890 17.824 0.035 6.03 49.0
2456856.64755 17.846 0.029 4.29 53.0
2456857.67766 17.832 0.028 4.11 49.0
2456858.72034 17.790 0.031 4.95 66.0
2456862.66371 17.815 0.034 5.08 70.0
2456863.72933 17.821 0.037 5.84 74.0
2456865.60238 17.814 0.034 5.35 68.0
2456872.57077 17.847 0.032 5.41 46.0
2456879.56609 17.726 0.050 7.20 122.0
2456881.65564 17.745 0.041 5.27 109.0
2456885.51147 17.822 0.035 5.59 58.0
2456886.67509 17.879 0.040 5.78 84.0
2456888.63057 17.891 0.035 4.87 77.0
