2456789.75930 19.802 0.154 3.75 116.0
2456790.79527 19.918 0.238 4.18 153.0
2456791.85567 19.858 0.260 4.22 224.0
2456796.81631 20.230 0.245 3.87 104.0
2456803.71689 19.800 0.127 4.32 54.0
2456804.87395 19.564 0.185 5.87 92.0
2456807.67410 19.662 0.200 6.68 64.0
2456808.68268 19.788 0.154 5.10 72.0
2456809.72624 19.942 0.126 3.69 60.0
2456810.78123 19.986 0.183 4.14 83.0
2456811.81640 19.819 0.198 4.58 113.0
2456813.90906 19.835 0.258 6.79 89.0
2456817.78740 20.137 0.291 5.34 105.0
2456824.65445 20.042 0.286 5.24 131.0
2456825.65884 19.505 0.135 4.60 94.0
2456826.65435 19.971 0.213 4.67 106.0
2456827.71098 20.075 0.198 3.93 89.0
2456828.79220 19.981 0.211 5.20 76.0
2456829.81033 19.577 0.190 6.63 82.0
2456830.84126 19.679 0.199 5.81 97.0
2456832.61015 19.867 0.232 6.15 73.0
2456833.64332 20.092 0.254 5.61 75.0
2456834.65031 20.018 0.221 5.74 66.0
2456836.72853 19.833 0.228 6.33 72.0
2456837.72495 19.953 0.191 4.27 91.0
2456839.75570 20.059 0.262 5.20 107.0
2456844.61424 19.952 0.158 3.47 96.0
2456851.63750 19.672 0.186 4.45 151.0
2456852.65609 19.412 0.292 8.12 140.0
2456856.71976 19.811 0.186 4.99 83.0
2456870.53441 19.830 0.286 7.91 72.0
2456872.65431 19.822 0.193 5.71 63.0
2456885.60910 20.035 0.280 5.49 67.0
2456887.55030 19.754 0.149 4.04 76.0
2456889.49738 19.670 0.155 4.88 72.0
2456890.67358 19.658 0.256 8.28 67.0
2457084.87190 20.390 0.270 4.63 81.0
2457087.87985 20.212 0.290 4.71 125.0
2457090.87206 19.699 0.183 5.07 105.0
2457098.80226 20.037 0.184 4.19 78.0
2457100.86829 20.055 0.208 4.72 82.0
2457109.81478 19.634 0.123 4.46 67.0
2457114.75577 19.710 0.196 5.24 110.0
2457115.91306 19.737 0.168 3.82 128.0
2457117.87459 19.679 0.138 3.47 133.0
2457119.88394 19.509 0.177 4.77 147.0
2457126.79062 19.873 0.186 4.98 86.0
2457130.70948 19.650 0.151 5.54 64.0
2457131.82575 19.813 0.118 3.48 75.0
2457133.90776 19.628 0.146 4.61 87.0
2457135.73402 20.131 0.192 4.28 80.0
2457136.81302 19.876 0.174 4.60 79.0
2457139.70222 20.142 0.285 5.48 86.0
2457140.79103 20.223 0.234 4.43 88.0
2457141.88133 19.752 0.144 3.77 98.0
2457151.74415 19.902 0.236 4.63 136.0
2457153.82762 19.988 0.170 3.59 109.0
2457154.89685 20.258 0.236 3.75 103.0
2457155.91962 19.766 0.171 3.87 128.0
2457157.76221 19.685 0.146 4.95 74.0
2457158.85768 19.903 0.213 4.89 95.0
2457159.87321 20.111 0.266 5.36 85.0
2457160.89965 19.766 0.203 5.24 99.0
2457161.92501 19.599 0.156 4.13 132.0
2457162.92815 19.573 0.153 4.77 96.0
2457166.66662 19.748 0.219 6.94 71.0
2457169.59546 20.169 0.248 4.90 88.0
2457458.85423 19.896 0.185 5.41 68.0
2457462.82616 20.101 0.208 4.49 79.0
2457466.88605 19.625 0.141 4.53 83.0
2457471.79555 19.681 0.250 6.11 138.0
2457606.66754 19.783 0.214 6.98 71.0
2457608.51060 19.877 0.173 4.79 72.0
2457609.63745 19.684 0.163 5.14 81.0
2457611.57559 19.874 0.216 5.36 89.0
2457617.55193 19.798 0.266 5.67 145.0
2457618.64596 19.781 0.270 5.20 175.0
2457801.86733 19.971 0.248 4.27 142.0
2457808.83794 20.113 0.277 5.83 80.0
2457813.83823 19.733 0.176 4.67 96.0
2457816.82324 19.985 0.219 5.43 79.0
2457817.89514 19.926 0.168 4.51 89.0
2457819.88281 20.042 0.178 4.18 67.0
2457863.93075 19.941 0.240 4.31 156.0
2457864.89236 19.958 0.172 4.58 78.0
2457867.72565 20.220 0.208 4.41 63.0
2458183.83145 19.937 0.258 6.45 129.0
2458190.80007 19.935 0.173 5.34 68.0
2458192.79375 19.762 0.224 5.30 75.0
2458382.60417 19.926 0.275 5.86 160.0
2456789.75930 19.802 0.154 3.75 116.0
2456790.79527 19.918 0.238 4.18 153.0
2456791.85567 19.858 0.260 4.22 224.0
2456796.81631 20.230 0.245 3.87 104.0
2456803.71689 19.800 0.127 4.32 54.0
2456804.87395 19.564 0.185 5.87 92.0
2456807.67410 19.662 0.200 6.68 64.0
