2456786.68542 16.706 0.015 3.98 87.0
2456789.75990 16.748 0.015 3.80 117.0
2456790.79588 16.730 0.017 4.47 150.0
2456791.87127 16.762 0.019 4.05 223.0
2456796.81691 16.729 0.016 5.06 103.0
2456803.71747 16.750 0.014 5.10 54.0
2456804.87455 16.721 0.018 5.96 94.0
2456807.67471 16.759 0.019 6.67 65.0
2456808.68330 16.773 0.015 3.94 73.0
2456809.72716 16.772 0.013 3.73 60.0
2456810.78185 16.733 0.015 4.56 80.0
2456811.81700 16.717 0.017 4.81 114.0
2456814.60751 16.748 0.019 6.41 74.0
2456815.66723 16.758 0.017 4.95 80.0
2456816.76074 16.726 0.017 5.26 90.0
2456817.80065 16.738 0.021 6.69 110.0
2456824.65508 16.740 0.018 4.82 132.0
2456825.65948 16.735 0.015 4.28 91.0
2456826.65495 16.744 0.016 4.56 98.0
2456827.71166 16.703 0.014 3.84 88.0
2456828.79285 16.794 0.017 5.55 74.0
2456829.81095 16.735 0.018 5.72 81.0
2456832.61077 16.723 0.016 5.05 74.0
2456833.64393 16.739 0.016 5.06 78.0
2456834.65123 16.746 0.016 4.97 67.0
2456835.71038 16.701 0.017 5.99 77.0
2456836.72915 16.714 0.017 5.71 73.0
2456837.72557 16.757 0.016 4.78 93.0
2456838.74067 16.735 0.016 4.82 77.0
2456839.75631 16.737 0.018 5.26 111.0
2456842.61304 16.774 0.019 5.92 86.0
2456844.62759 16.734 0.015 3.83 103.0
2456845.62991 16.773 0.016 4.73 95.0
2456851.65284 16.772 0.017 4.02 147.0
2456852.68470 16.750 0.023 6.19 170.0
2456855.69577 16.752 0.017 5.56 68.0
2456856.72038 16.724 0.016 5.15 84.0
2456857.74215 16.759 0.015 4.38 80.0
2456859.57941 16.753 0.017 5.41 83.0
2456862.72504 16.789 0.019 5.48 97.0
2456864.50842 16.755 0.017 5.07 64.0
2456870.54961 16.754 0.016 5.41 69.0
2456872.67652 16.748 0.017 6.22 71.0
2456879.66954 16.705 0.022 6.17 187.0
2456882.52314 16.733 0.018 6.45 67.0
2456885.60972 16.739 0.014 4.39 68.0
2456887.55094 16.742 0.016 4.52 82.0
2456889.49801 16.767 0.016 4.84 74.0
2456890.67420 16.715 0.018 6.54 65.0
2457084.87251 16.723 0.014 3.86 79.0
2457087.88045 16.747 0.015 3.64 125.0
2457090.87267 16.741 0.016 4.70 105.0
2457098.80288 16.762 0.015 4.46 79.0
2457100.88153 16.743 0.014 4.26 81.0
2457109.82828 16.737 0.014 4.15 67.0
2457110.74862 16.740 0.014 4.15 73.0
2457112.76278 16.720 0.019 5.69 114.0
2457114.76886 16.715 0.016 4.78 107.0
2457116.72803 16.775 0.021 6.39 159.0
2457117.89066 16.763 0.015 4.01 138.0
2457119.89864 16.721 0.022 5.10 234.0
2457126.80787 16.764 0.014 3.84 85.0
2457130.72261 16.766 0.016 6.10 65.0
2457131.83927 16.762 0.013 3.27 74.0
2457133.92092 16.762 0.017 5.26 89.0
2457135.74740 16.730 0.014 3.87 78.0
2457136.83704 16.738 0.015 4.54 77.0
2457137.93396 16.756 0.031 6.06 386.0
2457139.70282 16.753 0.018 6.13 87.0
2457140.81396 16.774 0.015 4.50 88.0
2457142.64640 16.718 0.017 5.49 116.0
2457143.71594 16.742 0.017 5.39 94.0
2457151.74479 16.699 0.017 4.88 138.0
2457152.81149 16.780 0.017 4.93 119.0
2457153.84142 16.752 0.014 3.50 113.0
2457154.91003 16.733 0.014 3.32 103.0
2457155.93280 16.751 0.017 4.58 162.0
2457157.81404 16.744 0.015 4.14 75.0
2457158.87089 16.731 0.016 4.96 99.0
2457159.88637 16.728 0.017 5.62 88.0
2457160.91288 16.765 0.018 5.80 101.0
2457161.93852 16.764 0.023 4.92 326.0
2457162.94148 16.738 0.027 4.68 470.0
2457164.61177 16.729 0.015 4.50 100.0
2457166.67981 16.741 0.016 4.99 70.0
2457169.60850 16.739 0.016 4.95 92.0
2457170.59625 16.737 0.016 5.17 87.0
2457172.61290 16.775 0.019 5.12 131.0
2457455.87126 16.749 0.015 4.82 65.0
2457458.87800 16.725 0.014 4.32 61.0
2457462.84074 16.721 0.014 4.22 78.0
2457466.89966 16.715 0.014 4.24 86.0
2457606.66821 16.754 0.017 6.39 71.0
2457608.51126 16.760 0.015 5.29 74.0
2457609.63811 16.747 0.015 4.68 83.0
2457611.57625 16.786 0.019 6.47 92.0
2457617.55263 16.741 0.020 5.53 150.0
2457618.64663 16.739 0.018 4.74 179.0
2457801.88098 16.788 0.019 4.76 136.0
2457803.87868 16.691 0.023 4.57 343.0
2457808.83856 16.726 0.017 5.58 78.0
2457810.89170 16.751 0.016 5.05 73.0
2457813.83885 16.763 0.018 5.27 97.0
2457816.83489 16.742 0.017 5.16 79.0
2457818.81767 16.744 0.014 4.44 80.0
2457819.89468 16.746 0.015 4.30 65.0
2457862.80351 16.712 0.016 5.24 76.0
2457863.93138 16.759 0.018 4.24 171.0
2457864.89295 16.742 0.014 4.28 75.0
2457865.92822 16.748 0.019 4.43 183.0
2457867.72625 16.751 0.014 4.38 63.0
2457868.84496 16.708 0.018 6.24 78.0
2458183.84194 16.700 0.018 6.24 123.0
2458190.80067 16.732 0.015 5.51 68.0
2458192.79438 16.750 0.017 5.75 76.0
2458215.81297 16.735 0.019 5.01 164.0
2458353.61544 16.725 0.019 5.57 116.0
2456786.68542 16.706 0.015 3.98 87.0
2456789.75990 16.748 0.015 3.80 117.0
2456790.79588 16.730 0.017 4.47 150.0
2456791.87127 16.762 0.019 4.05 223.0
2456796.81691 16.729 0.016 5.06 103.0
2456803.71747 16.750 0.014 5.10 54.0
2456804.87455 16.721 0.018 5.96 94.0
2456807.67471 16.759 0.019 6.67 65.0
2456808.68330 16.773 0.015 3.94 73.0
2456809.72716 16.772 0.013 3.73 60.0
2456810.78185 16.733 0.015 4.56 80.0
2456811.81700 16.717 0.017 4.81 114.0
2456814.60751 16.748 0.019 6.41 74.0
2456815.66723 16.758 0.017 4.95 80.0
2456816.76074 16.726 0.017 5.26 90.0
2456817.80065 16.738 0.021 6.69 110.0
2456824.65508 16.740 0.018 4.82 132.0
2456825.65948 16.735 0.015 4.28 91.0
2456826.65495 16.744 0.016 4.56 98.0
2456827.71166 16.703 0.014 3.84 88.0
2456828.79285 16.794 0.017 5.55 74.0
2456829.81095 16.735 0.018 5.72 81.0
2456832.61077 16.723 0.016 5.05 74.0
2456833.64393 16.739 0.016 5.06 78.0
2456834.65123 16.746 0.016 4.97 67.0
2456835.71038 16.701 0.017 5.99 77.0
2456836.72915 16.714 0.017 5.71 73.0
2456837.72557 16.757 0.016 4.78 93.0
2456838.74067 16.735 0.016 4.82 77.0
2456839.75631 16.737 0.018 5.26 111.0
2456842.61304 16.774 0.019 5.92 86.0
2456844.62759 16.734 0.015 3.83 103.0
2456845.62991 16.773 0.016 4.73 95.0
2456851.65284 16.772 0.017 4.02 147.0
2456852.68470 16.750 0.023 6.19 170.0
2456855.69577 16.752 0.017 5.56 68.0
2456856.72038 16.724 0.016 5.15 84.0
2456857.74215 16.759 0.015 4.38 80.0
2456859.57941 16.753 0.017 5.41 83.0
2456862.72504 16.789 0.019 5.48 97.0
2456864.50842 16.755 0.017 5.07 64.0
2456870.54961 16.754 0.016 5.41 69.0
2456872.67652 16.748 0.017 6.22 71.0
2456879.66954 16.705 0.022 6.17 187.0
2456882.52314 16.733 0.018 6.45 67.0
2456885.60972 16.739 0.014 4.39 68.0
2456887.55094 16.742 0.016 4.52 82.0
2456889.49801 16.767 0.016 4.84 74.0
2456890.67420 16.715 0.018 6.54 65.0
2457084.87251 16.723 0.014 3.86 79.0
2457087.88045 16.747 0.015 3.64 125.0
2457090.87267 16.741 0.016 4.70 105.0
2457098.80288 16.762 0.015 4.46 79.0
2457100.88153 16.743 0.014 4.26 81.0
2457109.82828 16.737 0.014 4.15 67.0
2457110.74862 16.740 0.014 4.15 73.0
2457112.76278 16.720 0.019 5.69 114.0
2457114.76886 16.715 0.016 4.78 107.0
2457116.72803 16.775 0.021 6.39 159.0
2457117.89066 16.763 0.015 4.01 138.0
2457119.89864 16.721 0.022 5.10 234.0
2457126.80787 16.764 0.014 3.84 85.0
2457130.72261 16.766 0.016 6.10 65.0
2457131.83927 16.762 0.013 3.27 74.0
2457133.92092 16.762 0.017 5.26 89.0
2457135.74740 16.730 0.014 3.87 78.0
